"","ccaa","cpro","cmun","secc","CUMUN","CUSEC","Indice"
"28176",6,39,89,1,39089,3908901001,3.5773844405337
"28177",6,39,90,1,39090,3909001001,-0.678507127013295
"28178",6,39,91,1,39091,3909101001,1.62861858733355
"28179",6,39,91,2,39091,3909101002,3.19485659886124
"28180",6,39,91,3,39091,3909101003,1.86738469063997
"28181",6,39,92,1,39092,3909201001,1.14770715917569
"28182",6,39,93,1,39093,3909301001,3.63768383110706
"28183",6,39,94,1,39094,3909401001,3.11310820804227
"28184",6,39,95,1,39095,3909501001,0.167515593770083
"28185",6,39,95,2,39095,3909501002,0.602820373730142
"28186",6,39,96,1,39096,3909601001,1.43074977107593
"28187",6,39,97,1,39097,3909701001,-0.281332340101611
"28188",6,39,98,1,39098,3909801001,2.07604072371825
"28189",6,39,99,1,39099,3909901001,-0.34016145563487
"28190",6,39,99,2,39099,3909901002,0.609485625101437
"28191",6,39,100,1,39100,3910001001,1.86862653704588
"28192",6,39,101,1,39101,3910101001,1.25286887838986
"28193",6,39,102,1,39102,3910201001,1.76097264915195
"28194",6,39,102,2,39102,3910201002,-0.537516830200334
